station_uid,count,energy,date,cost
addf1a35-1966-494a-8eea-8d9448eb8013,136,4556.872000000002,2024-06,3098.69
addf1a35-1966-494a-8eea-8d9448eb8013,217,7866.211999999998,2024-07,5349.33
addf1a35-1966-494a-8eea-8d9448eb8013,284,10208.312000000005,2024-08,6941.59
addf1a35-1966-494a-8eea-8d9448eb8013,25,915.8000000000001,2024-09,623.18
34ff9bef-c9f6-40ce-8672-08dd184238d9,16,293.1700000000001,2024-01,161.23
34ff9bef-c9f6-40ce-8672-08dd184238d9,18,325.4630000000001,2024-02,179.01
34ff9bef-c9f6-40ce-8672-08dd184238d9,8,80.93200000000002,2024-03,44.52
34ff9bef-c9f6-40ce-8672-08dd184238d9,20,374.367,2024-04,205.91
34ff9bef-c9f6-40ce-8672-08dd184238d9,20,303.61699999999996,2024-05,166.99
34ff9bef-c9f6-40ce-8672-08dd184238d9,20,309.2,2024-06,170.06
34ff9bef-c9f6-40ce-8672-08dd184238d9,22,356.56100000000004,2024-07,196.13
34ff9bef-c9f6-40ce-8672-08dd184238d9,25,422.5019999999999,2024-08,232.39
34ff9bef-c9f6-40ce-8672-08dd184238d9,9,108.392,2024-01,59.62
34ff9bef-c9f6-40ce-8672-08dd184238d9,9,100.34799999999998,2024-02,55.19
34ff9bef-c9f6-40ce-8672-08dd184238d9,8,108.359,2024-03,59.59
34ff9bef-c9f6-40ce-8672-08dd184238d9,4,36.046,2024-04,19.83
34ff9bef-c9f6-40ce-8672-08dd184238d9,8,77.88799999999999,2024-05,37.72
34ff9bef-c9f6-40ce-8672-08dd184238d9,10,182.346,2024-06,100.28
34ff9bef-c9f6-40ce-8672-08dd184238d9,3,52.453,2024-07,28.85
34ff9bef-c9f6-40ce-8672-08dd184238d9,4,52.144,2024-08,28.69
34ff9bef-c9f6-40ce-8672-08dd184238d9,34,318.48099999999994,2024-01,143.28
34ff9bef-c9f6-40ce-8672-08dd184238d9,24,178.876,2024-02,81.76
34ff9bef-c9f6-40ce-8672-08dd184238d9,21,167.705,2024-03,75.45
34ff9bef-c9f6-40ce-8672-08dd184238d9,20,168.17000000000002,2024-04,75.68
34ff9bef-c9f6-40ce-8672-08dd184238d9,20,120.044,2024-05,54.02
34ff9bef-c9f6-40ce-8672-08dd184238d9,18,82.18,2024-06,36.97
34ff9bef-c9f6-40ce-8672-08dd184238d9,20,158.18099999999998,2024-07,71.19
34ff9bef-c9f6-40ce-8672-08dd184238d9,17,87.81099999999998,2024-08,39.52
34ff9bef-c9f6-40ce-8672-08dd184238d9,3,19.813000000000002,2024-09,8.91
5fe05ce0-b5f2-4855-a39c-c243732f3e6d,6,88.094,2024-01,48.45
5fe05ce0-b5f2-4855-a39c-c243732f3e6d,6,76.051,2024-02,41.82
5fe05ce0-b5f2-4855-a39c-c243732f3e6d,1,2.226,2024-03,1.22
5fe05ce0-b5f2-4855-a39c-c243732f3e6d,5,68.004,2024-04,37.40
5fe05ce0-b5f2-4855-a39c-c243732f3e6d,2,27.282,2024-05,15.01
5fe05ce0-b5f2-4855-a39c-c243732f3e6d,4,35.757000000000005,2024-06,19.66
5fe05ce0-b5f2-4855-a39c-c243732f3e6d,2,22.365,2024-07,12.30
5fe05ce0-b5f2-4855-a39c-c243732f3e6d,1,6.164,2024-08,3.39
5fe05ce0-b5f2-4855-a39c-c243732f3e6d,1,16.209,2024-09,8.91
5fe05ce0-b5f2-4855-a39c-c243732f3e6d,12,52.02199999999999,2024-01,23.41
5fe05ce0-b5f2-4855-a39c-c243732f3e6d,14,77.734,2024-02,34.98
5fe05ce0-b5f2-4855-a39c-c243732f3e6d,23,126.67999999999998,2024-03,59.18
5fe05ce0-b5f2-4855-a39c-c243732f3e6d,21,91.64500000000001,2024-04,41.24
5fe05ce0-b5f2-4855-a39c-c243732f3e6d,22,116.53299999999999,2024-05,52.44
5fe05ce0-b5f2-4855-a39c-c243732f3e6d,28,137.49999999999997,2024-06,61.87
5fe05ce0-b5f2-4855-a39c-c243732f3e6d,38,167.05000000000007,2024-07,75.17
5fe05ce0-b5f2-4855-a39c-c243732f3e6d,51,253.03199999999998,2024-08,113.85
5fe05ce0-b5f2-4855-a39c-c243732f3e6d,2,15.642,2024-09,7.04
95319959-189f-4704-b342-5b64c1fc705e,115,3964.424,2024-01,2695.76
95319959-189f-4704-b342-5b64c1fc705e,89,2782.0879999999997,2024-02,1891.81
95319959-189f-4704-b342-5b64c1fc705e,100,3019.827999999999,2024-03,2053.49
95319959-189f-4704-b342-5b64c1fc705e,125,3978.7759999999994,2024-04,2705.54
95319959-189f-4704-b342-5b64c1fc705e,108,3486.7680000000023,2024-05,2371.02
95319959-189f-4704-b342-5b64c1fc705e,134,4285.335999999999,2024-06,2914.04
95319959-189f-4704-b342-5b64c1fc705e,159,5425.055999999998,2024-07,3689.06
95319959-189f-4704-b342-5b64c1fc705e,242,8710.751999999999,2024-08,5925.39
95319959-189f-4704-b342-5b64c1fc705e,26,685.592,2024-09,466.19
b53f2cd2-4b85-4805-9a61-e261824dfb71,102,3020.4640000000004,2024-01,2053.90
b53f2cd2-4b85-4805-9a61-e261824dfb71,99,3019.9680000000003,2024-02,2053.64
b53f2cd2-4b85-4805-9a61-e261824dfb71,18,467.5359999999999,2024-03,317.91
b53f2cd2-4b85-4805-9a61-e261824dfb71,86,2602.4479999999994,2024-04,1769.65
b53f2cd2-4b85-4805-9a61-e261824dfb71,116,3512.3759999999993,2024-05,2354.31
b53f2cd2-4b85-4805-9a61-e261824dfb71,121,3817.464000000002,2024-06,2574.34
b53f2cd2-4b85-4805-9a61-e261824dfb71,162,5334.767999999998,2024-07,3651.29
b53f2cd2-4b85-4805-9a61-e261824dfb71,159,5156.712000000004,2024-08,3510.76
b53f2cd2-4b85-4805-9a61-e261824dfb71,12,372.25600000000003,2024-09,253.14
b53f2cd2-4b85-4805-9a61-e261824dfb71,72,2127.692,2024-01,1446.82
b53f2cd2-4b85-4805-9a61-e261824dfb71,57,1933.8440000000003,2024-02,1314.98
b53f2cd2-4b85-4805-9a61-e261824dfb71,121,3965.6400000000026,2024-03,2696.66
b53f2cd2-4b85-4805-9a61-e261824dfb71,86,2692.38,2024-04,1830.83
b53f2cd2-4b85-4805-9a61-e261824dfb71,74,2468.4080000000004,2024-05,1678.47
b53f2cd2-4b85-4805-9a61-e261824dfb71,66,2168.8920000000003,2024-06,1456.09
b53f2cd2-4b85-4805-9a61-e261824dfb71,114,3779.56,2024-07,2573.65
b53f2cd2-4b85-4805-9a61-e261824dfb71,111,3763.952,2024-08,2559.88
b53f2cd2-4b85-4805-9a61-e261824dfb71,7,221.30800000000002,2024-09,150.48
7f8df90e-b049-4094-b189-5a1461562f3e,86,2665.5920000000006,2024-01,1812.59
7f8df90e-b049-4094-b189-5a1461562f3e,73,2305.575999999999,2024-02,1567.78
7f8df90e-b049-4094-b189-5a1461562f3e,137,4133.604000000001,2024-03,2810.81
7f8df90e-b049-4094-b189-5a1461562f3e,98,2715.8880000000017,2024-04,1846.79
7f8df90e-b049-4094-b189-5a1461562f3e,95,3136.487999999998,2024-05,2132.79
7f8df90e-b049-4094-b189-5a1461562f3e,95,3129.136000000001,2024-06,2130.51
7f8df90e-b049-4094-b189-5a1461562f3e,128,4186.584000000001,2024-07,2855.71
7f8df90e-b049-4094-b189-5a1461562f3e,125,4466.560000000003,2024-08,3037.41
7f8df90e-b049-4094-b189-5a1461562f3e,11,393.024,2024-09,267.26
7f8df90e-b049-4094-b189-5a1461562f3e,57,1972.9440000000009,2024-01,1341.59
7f8df90e-b049-4094-b189-5a1461562f3e,44,1316.2520000000004,2024-02,895.03
7f8df90e-b049-4094-b189-5a1461562f3e,96,3046.1840000000007,2024-03,2071.35
7f8df90e-b049-4094-b189-5a1461562f3e,78,2477.5279999999993,2024-04,1684.76
7f8df90e-b049-4094-b189-5a1461562f3e,60,1814.584,2024-05,1233.95
7f8df90e-b049-4094-b189-5a1461562f3e,53,1702.3560000000002,2024-06,1157.60
7f8df90e-b049-4094-b189-5a1461562f3e,98,3573.7600000000016,2024-07,2400.99
7f8df90e-b049-4094-b189-5a1461562f3e,86,2917.9880000000003,2024-08,1987.69
7f8df90e-b049-4094-b189-5a1461562f3e,7,202.336,2024-09,137.74
95319959-189f-4704-b342-5b64c1fc705e,85,2625.822000000001,2024-01,1785.55
95319959-189f-4704-b342-5b64c1fc705e,69,2483.5060000000003,2024-02,1688.79
95319959-189f-4704-b342-5b64c1fc705e,86,2708.948000000002,2024-03,1842.06
95319959-189f-4704-b342-5b64c1fc705e,139,4801.36,2024-04,3264.87
95319959-189f-4704-b342-5b64c1fc705e,116,3860.6159999999995,2024-05,2625.27
95319959-189f-4704-b342-5b64c1fc705e,146,4697.9919999999975,2024-06,3194.57
95319959-189f-4704-b342-5b64c1fc705e,235,6872.503999999995,2024-07,4676.36
95319959-189f-4704-b342-5b64c1fc705e,292,8650.779999999999,2024-08,5886.93
95319959-189f-4704-b342-5b64c1fc705e,26,769.7079999999999,2024-09,523.39
6108ae64-a54f-47df-8055-f17f259cf7e7,31,725.2539999999999,2024-01,493.17
6108ae64-a54f-47df-8055-f17f259cf7e7,23,647.6179999999999,2024-02,440.37
6108ae64-a54f-47df-8055-f17f259cf7e7,34,1125.7279999999998,2024-03,765.49
6108ae64-a54f-47df-8055-f17f259cf7e7,45,1557.4829999999995,2024-04,1059.08
6108ae64-a54f-47df-8055-f17f259cf7e7,95,3459.123999999998,2024-05,2352.26
6108ae64-a54f-47df-8055-f17f259cf7e7,76,2551.2090000000007,2024-06,1734.82
6108ae64-a54f-47df-8055-f17f259cf7e7,140,5177.857000000002,2024-07,3521.42
6108ae64-a54f-47df-8055-f17f259cf7e7,246,8885.435,2024-08,6042.18
6108ae64-a54f-47df-8055-f17f259cf7e7,16,634.4159999999999,2024-09,431.40
6108ae64-a54f-47df-8055-f17f259cf7e7,61,2048.334,2024-01,1392.84
6108ae64-a54f-47df-8055-f17f259cf7e7,40,1366.4170000000001,2024-02,929.14
6108ae64-a54f-47df-8055-f17f259cf7e7,73,2905.0049999999997,2024-03,1975.35
6108ae64-a54f-47df-8055-f17f259cf7e7,83,3021.386000000001,2024-04,2054.53
6108ae64-a54f-47df-8055-f17f259cf7e7,172,6383.436999999995,2024-05,4340.78
6108ae64-a54f-47df-8055-f17f259cf7e7,212,8500.920000000002,2024-06,5780.63
6108ae64-a54f-47df-8055-f17f259cf7e7,233,9227.828000000001,2024-07,6274.98
6108ae64-a54f-47df-8055-f17f259cf7e7,198,7450.972000000002,2024-08,5067.56
6108ae64-a54f-47df-8055-f17f259cf7e7,26,914.1760000000002,2024-09,621.64
c8950b2f-d34f-4124-8427-b3a112bd3a04,25,811.008,2024-01,551.50
c8950b2f-d34f-4124-8427-b3a112bd3a04,17,625.173,2024-02,425.12
c8950b2f-d34f-4124-8427-b3a112bd3a04,32,913.691,2024-03,621.30
c8950b2f-d34f-4124-8427-b3a112bd3a04,32,1045.4419999999998,2024-04,710.89
c8950b2f-d34f-4124-8427-b3a112bd3a04,76,2749.697000000001,2024-05,1869.81
c8950b2f-d34f-4124-8427-b3a112bd3a04,86,2998.786,2024-06,2039.21
c8950b2f-d34f-4124-8427-b3a112bd3a04,108,4312.722,2024-07,2932.65
c8950b2f-d34f-4124-8427-b3a112bd3a04,189,6693.722000000002,2024-08,4551.70
c8950b2f-d34f-4124-8427-b3a112bd3a04,8,227.632,2024-09,154.79
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,7,142.178,2024-01,78.20
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,8,190.87599999999998,2024-02,104.98
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,9,116.24499999999999,2024-03,63.93
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,15,230.47100000000003,2024-04,126.76
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,14,284.14900000000006,2024-05,156.28
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,16,384.84599999999995,2024-06,211.65
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,32,692.1279999999999,2024-07,380.66
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,40,1055.6799999999998,2024-08,580.60
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,4,116.752,2024-09,64.21
c8950b2f-d34f-4124-8427-b3a112bd3a04,35,1213.4199999999998,2024-01,825.16
c8950b2f-d34f-4124-8427-b3a112bd3a04,37,1138.7060000000001,2024-02,774.31
c8950b2f-d34f-4124-8427-b3a112bd3a04,67,2325.468,2024-03,1581.32
c8950b2f-d34f-4124-8427-b3a112bd3a04,59,2063.964,2024-04,1403.50
c8950b2f-d34f-4124-8427-b3a112bd3a04,124,4843.791999999999,2024-05,3293.80
c8950b2f-d34f-4124-8427-b3a112bd3a04,118,4772.991000000002,2024-06,3245.64
c8950b2f-d34f-4124-8427-b3a112bd3a04,153,5914.792000000001,2024-07,4021.99
c8950b2f-d34f-4124-8427-b3a112bd3a04,233,9382.428000000002,2024-08,6380.01
c8950b2f-d34f-4124-8427-b3a112bd3a04,9,489.31399999999996,2024-09,332.72
852c0f6d-73c9-49f6-a14b-938eae0e72f8,1,13.493,2024-01,7.42
852c0f6d-73c9-49f6-a14b-938eae0e72f8,3,89.32499999999999,2024-02,49.13
852c0f6d-73c9-49f6-a14b-938eae0e72f8,4,89.671,2024-03,49.32
852c0f6d-73c9-49f6-a14b-938eae0e72f8,3,54.547,2024-04,30.00
852c0f6d-73c9-49f6-a14b-938eae0e72f8,29,768.311,2024-05,422.57
852c0f6d-73c9-49f6-a14b-938eae0e72f8,41,853.1890000000001,2024-06,469.22
852c0f6d-73c9-49f6-a14b-938eae0e72f8,30,542.0369999999998,2024-07,298.11
852c0f6d-73c9-49f6-a14b-938eae0e72f8,63,1222.2750000000003,2024-08,672.22
852c0f6d-73c9-49f6-a14b-938eae0e72f8,5,108.924,2024-09,59.91
852c0f6d-73c9-49f6-a14b-938eae0e72f8,1,28.632,2024-01,15.75
852c0f6d-73c9-49f6-a14b-938eae0e72f8,2,19.17,2024-03,10.54
852c0f6d-73c9-49f6-a14b-938eae0e72f8,4,41.747,2024-04,22.96
852c0f6d-73c9-49f6-a14b-938eae0e72f8,1,21.419,2024-05,11.78
852c0f6d-73c9-49f6-a14b-938eae0e72f8,2,22.848,2024-06,12.56
852c0f6d-73c9-49f6-a14b-938eae0e72f8,2,13.137,2024-07,7.23
852c0f6d-73c9-49f6-a14b-938eae0e72f8,11,155.562,2024-08,87.20
852c0f6d-73c9-49f6-a14b-938eae0e72f8,1,22.146,2024-09,12.18
852c0f6d-73c9-49f6-a14b-938eae0e72f8,3,5.276999999999999,2024-01,2.38
852c0f6d-73c9-49f6-a14b-938eae0e72f8,3,4.769,2024-02,2.14
852c0f6d-73c9-49f6-a14b-938eae0e72f8,4,34.025,2024-03,15.31
852c0f6d-73c9-49f6-a14b-938eae0e72f8,1,3.863,2024-04,1.74
852c0f6d-73c9-49f6-a14b-938eae0e72f8,6,27.852,2024-05,12.53
852c0f6d-73c9-49f6-a14b-938eae0e72f8,9,52.462999999999994,2024-06,23.61
852c0f6d-73c9-49f6-a14b-938eae0e72f8,8,32.05,2024-07,14.43
852c0f6d-73c9-49f6-a14b-938eae0e72f8,15,92.86699999999999,2024-08,41.76
852c0f6d-73c9-49f6-a14b-938eae0e72f8,2,5.611,2024-09,2.53
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,2,40.493,2024-01,22.27
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,5,72.851,2024-02,40.06
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,9,164.382,2024-03,90.40
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,7,137.552,2024-04,75.65
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,2,28.482,2024-05,15.67
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,3,50.171,2024-06,27.59
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,6,80.558,2024-07,44.31
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,8,125.412,2024-08,68.98
43f3f0dd-fc8d-450c-9d55-fdd4012d846f,24,635.307,2024-05,432.01
43f3f0dd-fc8d-450c-9d55-fdd4012d846f,77,2411.4449999999997,2024-06,1644.00
43f3f0dd-fc8d-450c-9d55-fdd4012d846f,168,5675.547000000001,2024-07,3859.53
43f3f0dd-fc8d-450c-9d55-fdd4012d846f,118,3931.5290000000014,2024-08,2674.77
43f3f0dd-fc8d-450c-9d55-fdd4012d846f,10,277.337,2024-09,188.58
4ee9c2ba-0183-40b8-a6c2-11d4789a1249,76,2108.602,2024-01,1433.82
4ee9c2ba-0183-40b8-a6c2-11d4789a1249,48,1467.9349999999997,2024-02,998.21
4ee9c2ba-0183-40b8-a6c2-11d4789a1249,101,3211.1929999999993,2024-03,2183.65
4ee9c2ba-0183-40b8-a6c2-11d4789a1249,85,2824.2730000000006,2024-04,1920.51
4ee9c2ba-0183-40b8-a6c2-11d4789a1249,72,2072.6440000000002,2024-05,1409.44
4ee9c2ba-0183-40b8-a6c2-11d4789a1249,106,2922.6360000000004,2024-06,1992.04
4ee9c2ba-0183-40b8-a6c2-11d4789a1249,155,4326.1240000000025,2024-07,2952.81
4ee9c2ba-0183-40b8-a6c2-11d4789a1249,154,4483.094000000002,2024-08,3064.39
4ee9c2ba-0183-40b8-a6c2-11d4789a1249,12,525.7739999999999,2024-09,357.53
4ee9c2ba-0183-40b8-a6c2-11d4789a1249,19,443.51199999999994,2024-01,301.58
4ee9c2ba-0183-40b8-a6c2-11d4789a1249,23,808.3440000000003,2024-02,518.29
4ee9c2ba-0183-40b8-a6c2-11d4789a1249,35,1256.332,2024-03,854.31
4ee9c2ba-0183-40b8-a6c2-11d4789a1249,32,1044.7579999999998,2024-04,710.41
4ee9c2ba-0183-40b8-a6c2-11d4789a1249,30,1153.862,2024-05,784.63
4ee9c2ba-0183-40b8-a6c2-11d4789a1249,35,956.0120000000001,2024-06,651.43
4ee9c2ba-0183-40b8-a6c2-11d4789a1249,65,2267.0770000000007,2024-07,1542.94
4ee9c2ba-0183-40b8-a6c2-11d4789a1249,68,2601.0350000000008,2024-08,1768.68
4ee9c2ba-0183-40b8-a6c2-11d4789a1249,6,153.32399999999998,2024-09,104.26
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,9,24.919000000000004,2024-01,11.21
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,11,60.218,2024-02,27.26
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,12,33.026,2024-03,14.85
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,9,26.845000000000002,2024-04,12.09
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,15,102.759,2024-05,46.24
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,14,88.596,2024-06,39.86
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,16,63.333,2024-07,28.48
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,34,185.35399999999996,2024-08,83.40
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,3,8.339,2024-09,3.75
43f3f0dd-fc8d-450c-9d55-fdd4012d846f,10,341.589,2024-05,232.27
43f3f0dd-fc8d-450c-9d55-fdd4012d846f,62,2214.95,2024-06,1506.32
43f3f0dd-fc8d-450c-9d55-fdd4012d846f,138,5206.196999999998,2024-07,3554.86
43f3f0dd-fc8d-450c-9d55-fdd4012d846f,108,3881.686999999999,2024-08,2643.18
43f3f0dd-fc8d-450c-9d55-fdd4012d846f,8,232.067,2024-09,157.80
97134a42-e2cf-45aa-91e8-11da183563ff,41,1247.069,2024-05,825.28
97134a42-e2cf-45aa-91e8-11da183563ff,96,2849.2159999999994,2024-06,1937.80
97134a42-e2cf-45aa-91e8-11da183563ff,136,4021.7049999999995,2024-07,2743.94
97134a42-e2cf-45aa-91e8-11da183563ff,115,3281.2899999999995,2024-08,2232.17
97134a42-e2cf-45aa-91e8-11da183563ff,10,257.49800000000005,2024-09,175.10
97134a42-e2cf-45aa-91e8-11da183563ff,34,1148.402,2024-05,778.07
97134a42-e2cf-45aa-91e8-11da183563ff,89,2863.8010000000004,2024-06,1951.28
97134a42-e2cf-45aa-91e8-11da183563ff,151,5107.707000000002,2024-07,3480.75
97134a42-e2cf-45aa-91e8-11da183563ff,125,4036.899,2024-08,2747.20
97134a42-e2cf-45aa-91e8-11da183563ff,7,199.65099999999998,2024-09,135.77
d3325e4c-98a3-485d-9bc8-a30391d46ae0,42,1351.6919999999993,2024-01,919.12
d3325e4c-98a3-485d-9bc8-a30391d46ae0,41,1221.36,2024-02,830.54
d3325e4c-98a3-485d-9bc8-a30391d46ae0,68,2138.7959999999994,2024-03,1454.37
d3325e4c-98a3-485d-9bc8-a30391d46ae0,43,1333.5719999999994,2024-04,906.83
d3325e4c-98a3-485d-9bc8-a30391d46ae0,54,1604.688,2024-05,1091.23
d3325e4c-98a3-485d-9bc8-a30391d46ae0,70,1887.1,2024-06,1284.27
d3325e4c-98a3-485d-9bc8-a30391d46ae0,86,2818.5759999999996,2024-07,1916.65
d3325e4c-98a3-485d-9bc8-a30391d46ae0,117,3963.2279999999996,2024-08,2695.01
d3325e4c-98a3-485d-9bc8-a30391d46ae0,8,169.896,2024-09,115.53
d3325e4c-98a3-485d-9bc8-a30391d46ae0,38,1054.752,2024-01,717.21
d3325e4c-98a3-485d-9bc8-a30391d46ae0,43,1263.0480000000002,2024-02,858.88
d3325e4c-98a3-485d-9bc8-a30391d46ae0,66,2020.9799999999996,2024-03,1374.23
d3325e4c-98a3-485d-9bc8-a30391d46ae0,56,1961.632,2024-04,1333.91
d3325e4c-98a3-485d-9bc8-a30391d46ae0,62,1821.1880000000003,2024-05,1230.62
d3325e4c-98a3-485d-9bc8-a30391d46ae0,69,2019.9320000000007,2024-06,1373.54
d3325e4c-98a3-485d-9bc8-a30391d46ae0,102,3927.760000000001,2024-07,2671.74
d3325e4c-98a3-485d-9bc8-a30391d46ae0,119,4146.388,2024-08,2819.58
d3325e4c-98a3-485d-9bc8-a30391d46ae0,7,250.48000000000002,2024-09,170.33
5c535643-f29d-41e0-bcb3-88441bd34dec,11,128.18499999999997,2024-05,67.04
5c535643-f29d-41e0-bcb3-88441bd34dec,27,594.701,2024-06,327.09
5c535643-f29d-41e0-bcb3-88441bd34dec,35,900.7849999999999,2024-07,496.02
5c535643-f29d-41e0-bcb3-88441bd34dec,26,587.0200000000001,2024-08,323.78
5c535643-f29d-41e0-bcb3-88441bd34dec,1,0.346,2024-09,0.19
5c535643-f29d-41e0-bcb3-88441bd34dec,3,29.050000000000004,2024-05,15.98
5c535643-f29d-41e0-bcb3-88441bd34dec,3,50.378,2024-06,27.71
5c535643-f29d-41e0-bcb3-88441bd34dec,8,86.83999999999999,2024-07,47.76
5c535643-f29d-41e0-bcb3-88441bd34dec,5,74.923,2024-08,41.21
5c535643-f29d-41e0-bcb3-88441bd34dec,2,18.933,2024-09,10.41
5c535643-f29d-41e0-bcb3-88441bd34dec,9,47.503,2024-05,21.39
5c535643-f29d-41e0-bcb3-88441bd34dec,18,80.13800000000002,2024-06,36.06
5c535643-f29d-41e0-bcb3-88441bd34dec,22,91.61599999999999,2024-07,41.24
5c535643-f29d-41e0-bcb3-88441bd34dec,15,71.285,2024-08,32.08
5c535643-f29d-41e0-bcb3-88441bd34dec,3,25.112000000000002,2024-09,11.30
cae54f5f-40ee-4629-b8f6-f33c15d2155c,4,34.473,2024-02,18.96
cae54f5f-40ee-4629-b8f6-f33c15d2155c,3,27.987,2024-03,15.40
cae54f5f-40ee-4629-b8f6-f33c15d2155c,3,26.869999999999997,2024-04,14.78
cae54f5f-40ee-4629-b8f6-f33c15d2155c,2,17.391,2024-06,9.57
cae54f5f-40ee-4629-b8f6-f33c15d2155c,2,39.187000000000005,2024-07,21.55
cae54f5f-40ee-4629-b8f6-f33c15d2155c,3,38.079,2024-08,20.94
cae54f5f-40ee-4629-b8f6-f33c15d2155c,5,27.409,2024-01,12.34
